price,totsp,livesp,kitsp,dist,metrdist,walk,brick,floor
105,69,43,6,17,5,1,0,1
112,79,47,10,17,10,1,0,1
90,60,45,6,13.5,5,1,0,1
130,72,45,10,11.5,10,1,0,0
84,57,42,5,12.7,10,1,1,1
200,113,64,11,13.5,10,0,0,1
121,81,46,8,12,2,1,0,1
115,66,37,7,11,7,1,0,1
118,67,44,8,6,10,1,0,1
125,83,48,9,12,3,1,0,1
125,83,48,9,12,3,1,0,1
136,64,38,8,3,3,1,0,1
127,78,46,10,17,5,1,0,1
149,84,46,10,13.5,7,0,0,1
88,60,44,6,12,10,0,0,0
135,72,46,8,10,5,1,0,1
79,50,34,6,14.5,5,0,0,1
130,72,42,9,12,5,1,0,1
92,68,53,6,13,10,0,0,1
150,80,53,8,9,3,1,1,1
96,60,43,6,13.5,10,1,0,1
120,80,48,13,12,10,1,0,1
89,61,44,6,12.5,10,1,0,1
77,51,34,6,7,7,1,0,1
106,58,44,6,7,10,0,0,0
92,63,39,8,15.5,5,1,0,1
107,74,45,10,14.5,15,0,0,1
97,55,35,6,9,7,0,0,1
98,60,43,7,13.5,10,1,0,1
96,60,43,6,14.5,7,1,0,1
128,75,45,10,17,3,1,1,1
165,78,47,9,5,10,1,1,1
77,60,44,6,13,15,1,0,0
101,65,44,8,11.5,7,1,0,1
110,77,46,10,12.7,7,0,0,1
106,67,45,9,12,7,0,0,1
142,90,51,12,12,10,0,1,1
110,76,45,10,14.5,15,0,0,1
89,60,44,6,10.5,3,1,0,1
90,58,43,6,13.5,2,1,0,1
108,81,48,8,13,15,0,0,1
99,58,44,6,10.5,10,1,0,1
85,60,43,7,12,5,0,0,1
105,67,48,8,13.5,15,1,0,1
103,64,45,7,15.5,5,1,0,1
115,66,40,8,12.5,5,1,0,0
105,64,45,6,13.5,7,1,0,1
120,77,43,8,10.5,10,0,0,1
162,86,58,9,12,8,1,1,1
91,64,45,7,14.5,10,1,0,1
94,63,39,8,14.5,5,0,0,1
79,59,43,6,12,10,0,0,0
125,78,45,10,12,7,0,0,1
123,77,45,10,17,7,1,0,1
240,105,55,23,10,5,1,0,1
86,60,44,6,13.5,10,0,0,1
455,192,92,18,7.5,5,1,0,1
99,62,45,6,13.5,10,1,0,1
94,64,45,7,12.5,12,1,0,1
119,77,53,8,10.5,10,1,1,0
108,76,46,10,12,10,1,0,1
118,78,46,10,13.5,10,1,0,1
97,56,43,5,6.5,7,1,1,1
115,65,39,9,12.5,3,1,0,0
107,68,46,8,10.5,10,0,0,1
90,60,38,8,12,10,0,0,0
122,75,46,11,13.5,15,1,0,1
180,91,58,8,11,2,0,1,1
125,80,45,11,12,2,1,0,1
85,57,43,6,12,12,1,1,0
115,60,44,6,6.5,5,1,0,1
100,63,42,7,13.5,15,1,1,1
118,64,43,9,10.5,7,0,0,1
115,75,47,10,13,10,1,0,1
90,60,43,6,13.5,5,0,0,0
95,64,39,8,12.5,10,1,0,0
110,75,45,8,13.5,10,0,0,0
190,84,55,9,4.5,5,1,1,1
79,51,34,6,13.5,10,1,0,1
79,51,34,6,13.5,10,1,0,1
95,64,45,7,12.5,10,1,0,1
95,61,38,8,11.5,7,1,0,1
105,63,42,8,12,15,1,1,1
83,57,44,6,17,10,0,0,1
85,60,43,10,13,7,0,0,0
83,60,38,9,12,10,1,0,0
91,62,38,7,13.5,7,0,0,0
87,58,37,7,13.5,15,0,0,1
85,58,40,5,14.5,10,0,1,1
120,80,45,13,12,10,1,0,1
105,63,39,8,12.5,10,1,0,1
125,90,54,8,12,15,0,0,1
200,88,60,7,3,5,1,1,1
135,79,45,13,15.5,7,1,0,1
72,50,34,7,17,10,1,0,1
117,77,44,10,17,3,1,0,0
120,68,47,8,12.5,5,0,0,0
96,59,42,6,13.5,7,1,0,1
114,75,54,7,12,7,1,1,1
115,78,46,10,12,15,0,0,1
100,66,43,7,12,7,0,0,1
168,84,54,8,7.5,10,1,1,1
120,80,47,9,13.5,10,0,0,1
89,65,40,8,13,7,0,0,1
92,60,44,6,12.5,15,1,0,0
140,68,44,10,5,7,1,0,1
145,72,50,7,4.5,5,1,1,0
130,83,48,9,12.7,5,1,0,1
115,79,47,11,12,10,1,0,1
127,81,49,8,12,5,1,0,1
150,80,44,12,11.5,5,0,0,1
90,60,43,6,12,5,0,0,1
109,67,45,11,13.5,5,0,0,1
91,65,39,8,13,5,0,0,1
95,65,46,7,12.5,15,1,0,1
90,51,35,6,7,3,1,0,1
145,78,47,8,11,8,1,1,1
130,72,47,10,13.5,7,1,1,0
94,60,44,6,15.5,5,1,0,1
89,62,38,9,13,4,0,0,0
151,86,54,10,10.5,5,0,0,1
91,60,44,6,12,10,1,1,1
101,55,39,6,4.5,12,1,1,0
98,64,43,7,17,5,0,0,1
110,74,44,10,13.5,15,0,0,1
105,67,45,9,12,7,0,0,1
110,77,45,10,12,10,0,0,1
98,63,39,7,14.5,10,0,0,0
85,57,40,6,14.5,10,0,1,1
100,68,53,6,12,10,1,0,1
170,76,50,10,5,5,1,1,1
88,63,37,8,13,5,0,0,1
105,56,42,6,3,15,1,1,1
150,76,50,8,9,7,1,1,1
105,65,47,9,12.5,5,1,0,1
105,77,46,8,12,15,0,0,0
85,60,40,7,12,5,0,0,1
110,75,43,10,12.7,5,1,0,1
185,86,47,8,3,3,1,1,1
185,79,47,10,3,3,1,1,1
138,65,44,9,4.5,2,1,0,1
123,83,50,11,12.7,15,1,0,1
107,69,45,10,12,10,1,0,1
95,64,45,6,12.5,10,1,0,1
95,64,45,6,12.5,10,1,0,0
114,74,44,11,12.7,10,1,0,1
82,57,46,6,12,10,1,1,1
85,57,37,5,12,7,0,0,1
85,57,37,5,12,7,0,0,1
105,75,45,10,13,10,0,0,1
96,60,45,6,10.5,15,1,0,1
170,79,50,9,4.5,2,1,0,0
135,72,49,8,8,5,0,1,1
105,68,41,8,17,5,1,0,0
145,75,46,10,7,10,0,0,1
98,65,44,9,14.5,7,0,0,1
110,68,45,6,12.5,10,1,0,1
127,76,42,10,13.5,10,0,0,1
132,78,46,10,12.5,12,1,0,0
110,69,44,10,12,5,1,0,1
195,110,55,11,12,1,1,1,1
127,79,46,10,17,5,1,0,1
94,64,45,6,12.5,12,1,0,1
145,73,45,7,9,1,1,1,1
125,78,60,11,14.5,10,0,0,1
76,53,39,6,12,10,1,0,1
132,76,43,8,12.5,5,1,0,1
93,62,37,8,12.5,10,1,0,1
152,79,53,8,9,3,1,0,1
89,55,37,6,10.5,10,1,1,1
105,66,48,8,12,1,1,0,0
95,56,39,5,9,7,1,1,1
120,63,40,8,6,7,1,1,1
158,78,48,9,9,4,1,1,1
97,57,42,6,13.5,5,0,1,1
106,70,43,10,12.7,10,1,0,0
190,87,62,10,4.5,5,1,1,1
115,69,46,6,12,5,1,1,1
119,75,46,10,12,7,0,0,0
107,76,44,9,13,15,1,0,1
137,83,48,12,15.5,10,1,0,1
140,75,54,8,12,5,1,1,0
90,56,40,5,12.5,5,1,1,1
110,67,41,9,13.5,10,0,0,0
140,82,47,11,12.5,10,1,1,0
117,70,39,8,12.5,12,1,1,1
130,67,46,7,9,5,1,1,1
85,58,39,6,12.5,10,1,0,0
164,101,51,15,12.7,5,1,0,1
95,58,38,6,12,8,1,0,1
110,70,40,9,13.5,5,1,0,0
136,78,45,10,12,10,1,0,0
85,58,37,6,13.5,15,0,0,1
98,68,44,8,10.5,10,1,0,1
87,60,43,6,13.5,10,0,0,1
87,60,43,6,13.5,10,0,0,1
98,58,42,6,12,10,1,1,1
77,50,34,6,13.5,2,1,0,1
121,77,46,10,12.5,10,1,0,1
125,76,47,11,11,7,1,0,1
95,63,40,8,12.5,10,1,0,1
143,80,47,9,12.5,3,1,0,1
112,75,42,10,12,5,0,0,1
90,56,42,6,12.5,7,1,1,1
80,50,34,6,11.5,10,1,0,1
94,61,38,9,12,5,0,0,1
180,88,55,11,6,3,1,0,1
94,65,45,7,14.5,10,1,0,0
117,78,44,10,12,5,1,0,1
113,75,45,10,13,10,1,0,1
175,83,55,9,3,15,1,1,1
135,79,48,9,10.5,5,1,1,0
115,76,40,11,12.7,10,1,0,1
100,65,46,6,15.5,7,1,0,1
108,64,40,9,12,10,0,0,1
119,77,40,10,12.7,5,0,0,1
125,80,45,13,13,10,0,0,0
85,60,43,6,12,5,1,0,1
128,77,47,12,11,7,1,0,1
86,61,43,6,13.5,15,1,0,1
148,74,51,9,7.5,10,1,1,1
113,80,48,8,12,10,1,0,1
98,59,39,6,7.5,10,0,0,1
75,51,36,6,17,5,0,0,1
113,80,46,10,13,10,0,0,1
150,85,61,8,12,7,1,1,1
99,57,42,6,6.5,7,1,1,1
145,73,50,9,9,7,1,1,0
268,121,60,16,7.5,5,1,0,1
185,90,54,13,7.5,7,1,1,1
113,78,47,10,12,10,1,0,1
78,55,37,6,10.5,7,1,0,1
129,79,46,13,12,15,1,0,1
130,75,45,10,12,10,0,0,1
116,75,46,10,13.5,10,0,0,1
93,63,40,8,11,12,1,0,1
108,57,40,6,9,3,1,1,1
110,76,46,10,13,7,1,0,1
73,51,34,6,13.5,10,1,0,1
147,74,49,9,7.5,10,1,1,1
78,51,33,6,7,7,1,0,1
85,59,38,6,13.5,10,1,0,1
134,69,47,8,5,10,1,0,1
103,74,45,9,13,10,1,0,1
127,74,53,8,11,10,1,1,1
115,78,44,10,12,7,1,0,1
93,66,39,8,14.5,15,1,0,1
95,65,45,7,15.5,7,1,0,1
88,60,42,6,11,10,1,1,1
135,81,44,10,14.5,7,0,0,1
105,66,40,8,12.5,5,1,0,1
105,66,40,8,12.5,5,1,0,1
118,80,45,13,12,15,1,0,1
125,73,52,8,11,10,1,1,1
94,64,38,9,12,11,0,0,1
93,64,38,8,14.5,10,1,0,1
105,66,44,7,13.5,10,1,0,1
110,65,41,11,12.5,15,1,1,1
147,80,50,8,7.5,5,0,0,1
110,57,37,7,9,1,1,1,1
118,83,44,10,12.7,10,1,0,1
105,68,46,8,15.5,10,1,0,0
105,73,45,8,11,10,1,0,0
125,75,45,10,13.5,10,0,0,1
135,74,44,10,10.5,7,1,0,0
119,80,48,10,12.7,12,1,0,1
88,60,44,6,13.5,10,0,0,1
95,63,39,8,17,1,1,0,1
78,58,37,6,12,10,0,0,1
132,77,43,8,12.5,5,1,0,1
135,82,48,9,10.5,10,0,0,0
93,61,45,6,14.5,10,1,0,1
103,69,44,9,14.5,10,0,0,1
92,63,38,8,12,10,0,0,1
99,65,40,8,12.5,10,1,0,1
114,75,44,10,13,2,1,0,1
132,77,41,10,10,7,0,0,1
95,60,43,7,12.5,5,1,0,1
140,74,53,8,11,5,1,1,1
122,68,44,8,10.5,5,0,0,1
96,65,40,8,14.5,15,1,0,0
89,60,38,6,13.5,7,1,0,1
105,66,46,11,12,7,1,0,0
92,64,38,8,10.5,15,1,0,0
160,79,54,9,7,3,1,0,1
130,74,45,10,12,1,1,0,1
155,77,50,8,8,5,0,1,1
92,58,42,6,13.5,7,1,1,1
96,64,41,9,13.5,12,1,0,1
105,74,45,10,13,10,1,0,0
93,59,38,6,13.5,7,1,0,0
132,80,54,10,12,10,1,0,1
90,63,44,6,17,5,1,0,1
110,65,46,7,12.5,5,1,0,1
110,68,46,8,13.5,10,0,0,1
73,51,34,6,12,7,1,0,0
73,51,34,6,12,7,1,0,0
88,60,44,6,17,7,0,0,1
120,83,49,9,12,10,0,0,1
120,66,43,10,9,10,0,0,1
102,65,44,7,15.5,5,1,0,1
98,65,44,7,11.5,15,1,0,1
160,82,54,8,9,7,1,1,1
107,75,44,10,12.7,10,1,0,1
125,75,46,10,14.5,7,0,0,1
130,78,46,10,14.5,7,1,0,1
120,65,44,8,9,5,1,0,1
95,57,42,6,6.5,7,1,1,1
130,70,47,8,9,5,1,0,1
140,80,51,10,13.5,10,1,1,1
106,68,47,8,13.5,7,0,0,1
110,65,40,8,12.5,5,1,0,0
110,77,47,10,13,10,1,0,1
112,76,40,11,12.7,7,0,0,1
155,72,53,8,3,10,1,1,1
103,63,38,9,12.5,10,1,0,1
87,59,44,6,13.5,10,1,0,1
160,90,60,12,12.7,1,1,1,1
100,65,41,8,14.5,5,0,0,1
140,81,50,7,12,10,1,1,0
135,72,51,8,9,5,1,1,1
86,58,43,6,17,5,1,0,1
140,73,44,10,10.5,5,1,1,0
112,77,45,10,17,10,0,0,1
115,81,47,9,12.7,10,1,0,0
135,82,46,13,12,5,1,0,1
200,100,60,12,7,7,0,0,1
90,57,40,5,13.5,10,1,1,1
180,83,58,10,3,10,1,1,1
98,60,47,6,14.5,7,1,1,0
158,88,61,9,10.5,15,1,1,1
90,57,42,6,11,5,1,1,1
135,75,46,10,7,12,0,0,1
90,60,42,6,17,3,1,0,1
99,63,43,9,13.5,7,0,0,1
103,64,44,10,15.5,7,1,0,1
114,73,44,10,13.5,10,0,0,0
112,74,44,11,12.7,10,1,0,1
94,64,45,7,14.5,10,0,0,1
157,80,48,9,7,5,0,0,1
78,51,34,6,13.5,10,1,1,1
126,74,43,10,12.5,3,1,0,1
87,57,45,6,12,15,1,0,1
130,79,44,10,13.5,10,0,0,1
103,64,40,8,10.5,10,0,0,0
89,60,45,6,13.5,10,0,0,1
90,61,45,6,13.5,15,1,0,1
86,58,44,6,17,5,1,0,1
131,79,45,12,14.5,5,0,0,1
140,89,51,10,12,3,1,0,1
130,73,52,7,11,5,1,1,1
132,78,46,14,12.5,12,1,0,0
70,52,34,6,12,10,1,0,0
112,75,45,10,12,7,1,0,1
112,67,38,7,10.5,10,0,1,1
120,74,40,12,12.7,7,1,1,1
74,51,35,6,13.5,10,1,0,0
74,51,35,6,13.5,10,1,0,0
107,73,47,9,17,15,0,1,0
145,84,53,19,15.5,15,1,0,1
100,65,39,8,14.5,10,0,0,1
103,67,43,9,13.5,10,0,0,1
130,74,48,12,12,15,1,1,1
117,75,42,10,12,5,1,0,1
87,58,38,6,12,15,1,0,0
185,108,65,12,13.5,10,0,0,1
100,66,44,6,12.5,10,1,0,1
84,59,44,6,12,10,1,0,1
80,54,35,6,12,8,1,1,0
94,65,45,7,17,10,1,0,0
82,51,35,6,12.5,5,1,0,1
95,61,37,6,13.5,7,1,0,1
120,81,48,8,13,7,1,0,1
125,76,45,10,13.5,10,0,0,1
102,65,44,7,13.5,10,1,0,1
170,87,58,8,7.5,7,1,1,1
110,73,45,10,15.5,10,1,0,1
85,59,45,6,12,5,1,0,1
82,57,42,5,12.7,10,1,1,1
140,66,47,6,4.5,2,1,1,0
110,77,40,11,12.7,15,1,0,1
138,66,44,9.5,4.5,3,1,0,1
100,60,43,7,12.5,5,1,0,1
115,78,48,10,12,10,0,0,0
85,56,36,5,10.5,15,0,0,1
120,74,53,8,10.5,10,1,1,1
90,60,40,7,13.5,9,1,0,1
94,64,43,9,12,7,1,0,1
98,64,42,7,14.5,5,0,0,1
105,72,43,10,12,10,1,0,1
130,78,46,11,13.5,10,1,0,1
138,66,44,9,4.5,2,1,0,1
110,70,42,10,14.5,7,0,0,1
152,95,62,10,12.7,5,1,0,1
115,79,48,9,13,7,1,0,1
107,72,43,10,13,5,0,0,0
105,65,40,8,13.5,7,1,0,1
92,60,41,6,14.5,7,1,0,0
87,58,44,5,10.5,5,1,0,1
117,78,45,11,13,10,0,0,1
96,63,45,6,12.5,10,1,0,1
140,78,46,11,12,5,1,0,1
96,63,38,8,12.5,15,1,0,1
105,68,43,9,13.5,10,1,0,1
92,60,45,6,15.5,5,1,0,1
114,75,44,10,12.7,7,1,0,1
87,60,43,6,12,7,0,0,1
115,65,47,8,13.5,3,1,1,1
138,69,45,9,4.5,5,1,0,1
126,80,40,14,12,10,0,0,1
120,75,45,10,14.5,10,0,0,1
124,77,44,10,14.5,5,0,0,1
230,110,52,17,11.5,5,1,1,1
127,74,45,11,12,10,0,0,0
129,76,48,10,12.5,5,0,0,1
118,75,46,10,17,5,1,0,1
105,60,35,8,11,5,1,1,1
85,58,41,7,14.5,10,0,0,1
200,102,73,10,9,7,1,0,1
93,62,38,7,17,3,1,0,1
126,83,50,9,14.5,15,1,0,0
120,79,44,10,13,3,1,0,1
139,73,51,9,7.5,10,0,1,0
110,76,50,8,13,10,1,0,1
112,65,44,9,13.5,1,1,0,0
88,60,43,6,12,5,0,0,0
116,75,42,9,13.5,10,0,0,1
88,60,44,10,12,10,0,0,0
90,62,46,8,14.5,15,0,0,1
88,59,44,6,13.5,10,1,0,1
112,76,46,10,12,10,0,0,1
86,53,36,7,11.5,5,1,0,0
110,71,44,8,15.5,7,0,0,1
83,60,44,6,17,10,1,0,1
97,64,45,7,13.5,10,1,0,1
317,135,70,20,9,2,1,0,1
110,65,39,9,12.5,2,1,0,0
137,76,50,9,11,7,1,1,1
95,61,43,6,14.5,5,1,0,1
123,66,43,8,10,5,1,1,1
136,78,46,10,12.5,5,0,0,0
95,65,45,7,14.5,12,1,0,1
139,86,51,10,10.5,7,0,0,1
110,60,40,7,9,7,0,1,1
95,64,45,7,14.5,10,1,0,1
135,77,50,8,10.5,10,0,1,1
148,92,61,10,10.5,15,1,1,1
178,80,54,9,3,5,1,1,1
115,66,38,7,11,7,1,1,1
107,75,44,8,12,10,1,0,0
81,53,34,6,12.5,10,1,0,0
130,75,44,10,12.5,5,1,0,1
108,67,45,8,14.5,5,0,0,1
102,58,41,6,11,5,1,1,1
120,68,45,8,10.5,5,0,0,1
113,75,45,10,12,7,1,0,1
96,60,40,8,12.5,10,1,0,1
95,60,44,6,12,10,1,0,0
125,78,50,9,13.5,15,1,1,0
87,56,35,6,12,7,1,0,1
110,77,40,12,12.7,15,1,0,1
150,78,50,9,9,5,1,1,1
90,59,45,6,15.5,5,0,0,1
108,64,40,9,12,10,0,1,1
127,74,42,9,12,5,1,0,1
115,79,46,10,12.7,10,1,0,1
115,81,50,8,13,10,1,0,1
73,50,35,7,17,5,1,0,0
88,64,46,7,17,15,1,0,0
115,76,54,9,13,5,1,0,0
100,57,40,6,8,5,1,0,1
110,74,45,10,12.7,7,1,0,1
94,62,38,8,17,3,1,0,1
85,55,35,6,12,10,1,0,1
119,74,52,8,10.5,10,1,1,1
145,85,52,11,14.5,5,0,0,1
145,85,52,11,14.5,5,0,0,1
140,81,50,13,15.5,2,1,0,1
116,82,44,10,12.7,15,1,0,1
105,66,44,7,13.5,7,0,0,1
105,66,44,7,13.5,7,1,0,1
127,74,44,8,11,10,1,1,0
185,90,52,12,6,7,1,0,1
88,59,44,6,14.5,10,1,0,1
95,55,42,5,10.5,5,0,1,1
131,76,45,10,12,7,1,0,1
115,76,45,10,12.7,5,0,0,1
83,61,38,6,13,10,0,0,0
125,77,44,10,14.5,7,1,0,1
75,51,34,6,14.5,7,0,0,1
158,78,48,12,9,4,1,1,1
93,59,38,6,13.5,10,1,1,0
130,80,45,13,12,5,0,0,1
108,66,43,11,13.5,10,1,0,1
135,83,53,9,13.5,10,0,0,1
185,108,62,12,13.5,10,0,0,1
120,64,46,6,7,3,1,0,1
110,67,45,8,13.5,5,0,0,1
93,61,43,6,14.5,7,0,0,1
100,55,38,6,3.5,5,1,1,0
115,77,46,10,12.7,7,1,0,1
160,80,52,9,7.5,7,1,1,0
142,77,44,10,7,10,0,0,1
142,77,44,10,7,10,0,0,1
108,58,41,6,9,3,1,1,1
110,66,45,10,11.5,10,1,0,1
105,72,43,10,13,10,1,0,0
122,81,46,13,12,15,1,0,1
110,76,45,10,13,10,1,0,1
114,77,45,10,12,10,0,0,1
114,77,45,10,12,10,0,0,1
99,60,39,8,12,5,0,0,1
175,79,50,9,4.5,1,1,1,0
79,51,34,6,13.5,5,1,0,1
110,60,44,6,7,5,0,0,1
85,59,43,6,13.5,15,0,0,1
103,67,43,9,15.5,7,1,0,1
120,78,43,12,14.5,15,0,0,1
93,64,44,6,17,5,1,0,1
152,81,54,8,7.5,12,1,1,1
83,55,37,6,12,5,1,1,1
110,67,44,9,11.5,10,0,0,1
130,81,48,9,13.5,10,0,0,1
105,57,44,6,9,5,1,1,0
113,76,46,10,13,7,1,0,1
120,67,46,10,9,10,1,0,1
94,56,33,8,11.5,3,1,0,1
116,68,43,8,6.5,10,1,1,1
103,63,38,8,10.5,10,0,0,1
80,50,34,6,12,5,0,0,0
86,56,39,6,12.5,10,0,0,1
107,67,41,9,12.5,10,1,0,1
107,67,46,8,13.5,7,0,0,1
120,75,45,10,13.5,10,0,0,1
94,61,44,6,12.5,10,1,0,1
105,58,41,6,7.5,10,1,1,1
120,80,45,13,12,15,1,0,1
95,66,39,8,14.5,15,1,0,1
171,90,63,10,10.5,3,1,0,1
92,61,33,7,10.5,10,1,1,0
140,77,46,10,8,10,1,0,1
87,60,43,6,12,5,0,0,1
150,77,45,10,5,10,1,0,1
140,77,45,10,10,5,1,0,1
85,60,38,6,17,7,1,0,0
85,60,38,6,17,7,1,0,0
110,67,49,6,12.5,10,1,1,0
86,59,43,6,17,5,1,0,1
120,59,45,6,3,3,1,0,1
120,82,44,11,12.7,12,1,0,1
84,60,43,6,12,10,1,0,1
140,80,45,13,13.5,5,0,0,1
95,64,45,6,14.5,10,1,0,1
145,76,44,24,12.7,2,1,0,0
112,72,50,9,17,10,1,1,0
102,58,40,6,10.5,5,1,1,0
126,68,47,8,8,5,0,0,1
92,60,44,6,15.5,3,1,0,1
94,61,42,6,12.5,10,1,0,1
127,77,46,10,12.5,10,1,0,1
99,66,44,8,12,5,1,0,0
130,75,45,8,11,10,1,1,1
110,77,46,8,12,12,0,0,0
95,64,45,7,17,5,1,0,1
80,54,37,6,12,7,1,1,0
110,75,45,10,12.7,10,1,0,1
117,76,43,10,12,5,1,0,1
91,60,44,6,14.5,7,1,0,1
94,65,40,8,14.5,15,1,0,1
110,74,44,10,13,7,1,0,1
90,61,43,6,14.5,10,1,0,1
